,id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,shot,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,team.id,team.name,team.formation,opponentTeam.id,opponentTeam.name,opponentTeam.formation,player.id,player.name,player.position,pass.accurate,pass.angle,pass.height,pass.length,pass.recipient.id,pass.recipient.name,pass.recipient.position,pass.endLocation.x,pass.endLocation.y,possession.id,possession.duration,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation.x,possession.startLocation.y,possession.endLocation.x,possession.endLocation.y,possession.team.id,possession.team.name,possession.team.formation,possession.attack.withShot,possession.attack.withShotOnGoal,possession.attack.withGoal,possession.attack.flank,possession.attack.xg,pass,aerialDuel.opponent.id,aerialDuel.opponent.name,aerialDuel.opponent.position,aerialDuel.opponent.height,aerialDuel.firstTouch,aerialDuel.height,aerialDuel.relatedDuelId,possession.attack,carry.progression,carry.endLocation.x,carry.endLocation.y,groundDuel.opponent.id,groundDuel.opponent.name,groundDuel.opponent.position,groundDuel.duelType,groundDuel.keptPossession,groundDuel.progressedWithBall,groundDuel.stoppedProgress,groundDuel.recoveredPossession,groundDuel.takeOn,groundDuel.side,groundDuel.relatedDuelId,infraction.yellowCard,infraction.redCard,infraction.type,infraction.opponent.id,infraction.opponent.name,infraction.opponent.position,possession,infraction.opponent,shot.bodyPart,shot.isGoal,shot.onTarget,shot.goalZone,shot.xg,shot.postShotXg,shot.goalkeeperActionId,shot.goalkeeper.id,shot.goalkeeper.name,shot.goalkeeper
0,1798755313,5414284,1H,0,4,00:00:04.906,6.906705,1798755314.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",49,49,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,62235,J. Magennis,CF,True,180.0,,17.0,660489.0,S. Charles,DMF,33.0,48.0,1798755313.0,11.000722,['attack'],6.0,0.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1798755314,5414284,1H,0,7,00:00:07.380,9.380118,1798755315.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",33,48,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,660489,S. Charles,DMF,True,-70.0,,30.0,424246.0,J. Lewis,LB,43.0,7.0,1798755313.0,11.000722,['attack'],6.0,1.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1798755315,5414284,1H,0,10,00:00:10.808,12.808961,1798755317.0,,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",43,7,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,424246,J. Lewis,LB,True,27.0,high,33.0,62235.0,J. Magennis,CF,71.0,29.0,1798755313.0,11.000722,['attack'],6.0,2.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1798754647,5414284,1H,0,14,00:00:14.001,16.001687,1798754651.0,,,,,,duel,['aerial_duel'],29,71,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85327,M. Blažič,RCB,,,,,,,,,,1798755313.0,11.000722,['attack'],6.0,3.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,62235.0,J. Magennis,CF,188.0,False,185.0,1798755317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1798755317,5414284,1H,0,14,00:00:14.001,16.001687,1798755318.0,,,,,,duel,['aerial_duel'],71,29,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,62235,J. Magennis,CF,,,,,,,,,,1798755313.0,11.000722,['attack'],6.0,4.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,85327.0,M. Blažič,RCB,185.0,True,188.0,1798754647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1798754651,5414284,1H,0,15,00:00:15.907,17.907427,1798754653.0,,,,,,duel,"['loose_ball_duel', 'recovery']",13,74,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,505514,Ž. Karničnik,RB,,,,,,,,,,1798754651.0,3.408281,[],3.0,0.0,13.0,74.0,15.0,100.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1798755318,5414284,1H,0,15,00:00:15.907,17.907427,1798754653.0,,,,,,duel,['loose_ball_duel'],87,26,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,590562,D. Taylor,LW,,,,,,,,,,1798755313.0,11.000722,['attack'],6.0,5.0,49.0,49.0,87.0,26.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1798754653,5414284,1H,0,17,00:00:17.660,19.660575,1798754655.0,,,,,,clearance,[],10,72,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,512313,J. Bijol,LCB,,,,,,,,,,1798754651.0,3.408281,[],3.0,1.0,13.0,74.0,15.0,100.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1798754655,5414284,1H,0,20,00:00:20.970,22.970841,,,,,,,game_interruption,['ball_out'],15,100,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,0,,,,,,,,,,,,1798754651.0,3.408281,[],3.0,2.0,13.0,74.0,15.0,100.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1798755322,5414284,1H,0,24,00:00:24.843,26.843481,1798755324.0,,,,,,throw_in,[],79,0,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,424246,J. Lewis,LB,True,142.0,,12.0,660489.0,S. Charles,DMF,70.0,10.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,0.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1798755324,5414284,1H,0,25,00:00:25.790,27.790804,1798755325.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",70,10,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,660489,S. Charles,DMF,True,-45.0,,7.0,424246.0,J. Lewis,LB,75.0,3.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,1.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1798755325,5414284,1H,0,26,00:00:26.984,28.984104,1798755326.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",75,3,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,424246,J. Lewis,LB,True,167.0,,13.0,660489.0,S. Charles,DMF,63.0,7.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,2.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1798755326,5414284,1H,0,28,00:00:28.174,30.174836,1798755327.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",63,7,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,660489,S. Charles,DMF,True,144.0,,31.0,405725.0,E. Toal,RCB,39.0,34.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,3.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1798755327,5414284,1H,0,31,00:00:31.999,33.999131,1798755329.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",39,34,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,405725,E. Toal,RCB,True,168.0,,30.0,410956.0,B. Peacock-Farrell,GK,11.0,43.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,4.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1798755329,5414284,1H,0,35,00:00:35.500,37.500214,1798755365.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",11,43,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,410956,B. Peacock-Farrell,GK,True,-51.0,,20.0,7914.0,J. Evans,LCB,23.0,20.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,5.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1798755365,5414284,1H,0,37,00:00:37.138,39.138338,1798755367.0,,,,,,touch,['carry'],23,20,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,7914,J. Evans,LCB,,,,,,,,,,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,6.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,9.988,32.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1798755367,5414284,1H,0,43,00:00:43.734,45.734171,1798755330.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",32,25,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,7914,J. Evans,LCB,True,149.0,,17.0,410956.0,B. Peacock-Farrell,GK,18.0,38.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,7.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1798755330,5414284,1H,0,47,00:00:47.987,49.987736,1798754688.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss']",18,38,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,410956,B. Peacock-Farrell,GK,False,36.0,high,58.0,85466.0,E. Janža,LB,63.0,88.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,8.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1798754688,5414284,1H,0,51,00:00:51.747,53.74781,1798755331.0,,,,,,pass,"['forward_pass', 'head_pass', 'short_or_medium_pass']",37,12,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85466,E. Janža,LB,False,2.0,high,23.0,578843.0,T. Hume,RB,59.0,13.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,9.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1798755331,5414284,1H,0,54,00:00:54.828,56.828823,1798754691.0,,,,,,pass,"['forward_pass', 'loss', 'short_or_medium_pass', 'under_pressure']",41,87,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,578843,T. Hume,RB,False,45.0,,3.0,345821.0,J. Mlakar,LW,43.0,89.0,1798755322.0,30.086757,"['attack', 'throw_in']",11.0,10.0,79.0,0.0,43.0,89.0,10962.0,Northern Ireland,4-1-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1798754691,5414284,1H,0,55,00:00:55.031,57.031653,1798754693.0,,,,,,interception,"['recovery', 'counterpressing_recovery']",57,11,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345821,J. Mlakar,LW,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,0.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1798754693,5414284,1H,0,56,00:00:56.664,58.664794,1798754694.0,,,,,,duel,"['ground_duel', 'offensive_duel']",58,18,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85647,A. Šporar,CF,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,1.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,578843.0,T. Hume,RB,offensive_duel,True,False,,,False,,1798755333.0,,,,,,,,,,,,,,,,,,
22,1798755333,5414284,1H,0,56,00:00:56.664,58.664794,1798754694.0,,,,,,duel,"['defensive_duel', 'ground_duel']",42,82,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,578843,T. Hume,RB,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,2.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,85647.0,A. Šporar,CF,defensive_duel,,,True,False,False,,1798754693.0,,,,,,,,,,,,,,,,,,
23,1798754694,5414284,1H,0,57,00:00:57.446,59.446162,1798754695.0,,,,,,pass,['short_or_medium_pass'],56,21,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85647,A. Šporar,CF,True,111.0,,9.0,399609.0,A. Čerin,RCMF,53.0,33.0,1798754691.0,16.809763,['attack'],15.0,3.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1798754695,5414284,1H,0,59,00:00:59.928,61.928363,1798754696.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass', 'under_pressure']",53,33,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,399609,A. Čerin,RCMF,True,-138.0,,12.0,345819.0,T. Elšnik,LCMF,45.0,20.0,1798754691.0,16.809763,['attack'],15.0,4.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1798754696,5414284,1H,1,0,00:01:00.734,62.734864,1798754697.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",45,20,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345819,T. Elšnik,LCMF,True,158.0,,12.0,512313.0,J. Bijol,LCB,35.0,27.0,1798754691.0,16.809763,['attack'],15.0,5.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1798754697,5414284,1H,1,2,00:01:02.505,64.505931,1798754699.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",35,27,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,512313,J. Bijol,LCB,True,-34.0,,11.0,345819.0,T. Elšnik,LCMF,44.0,18.0,1798754691.0,16.809763,['attack'],15.0,6.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1798754699,5414284,1H,1,3,00:01:03.371,65.371751,1798754701.0,,,,,,touch,['carry'],44,18,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345819,T. Elšnik,LCMF,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,7.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,10.68,55.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1798754701,5414284,1H,1,6,00:01:06.073,68.073363,1798754703.0,,,,,,pass,"['forward_pass', 'pass_to_final_third', 'short_or_medium_pass']",55,18,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345819,T. Elšnik,LCMF,True,-27.0,,16.0,85466.0,E. Janža,LB,69.0,7.0,1798754691.0,16.809763,['attack'],15.0,8.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1798754703,5414284,1H,1,7,00:01:07.206,69.206031,1798754707.0,,,,,,pass,"['lateral_pass', 'progressive_pass', 'short_or_medium_pass']",69,7,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85466,E. Janža,LB,True,58.0,,15.0,345821.0,J. Mlakar,LW,76.0,26.0,1798754691.0,16.809763,['attack'],15.0,9.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1798754707,5414284,1H,1,9,00:01:09.261,71.261475,1798754708.0,,,,,,duel,"['ground_duel', 'offensive_duel']",76,26,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345821,J. Mlakar,LW,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,10.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,660489.0,S. Charles,DMF,offensive_duel,True,False,,,False,,1798755344.0,,,,,,,,,,,,,,,,,,
31,1798755344,5414284,1H,1,9,00:01:09.261,71.261475,1798755346.0,,,,,,duel,"['defensive_duel', 'ground_duel']",24,74,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,660489,S. Charles,DMF,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,11.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,345821.0,J. Mlakar,LW,defensive_duel,,,True,False,False,,1798754707.0,,,,,,,,,,,,,,,,,,
32,1798754708,5414284,1H,1,10,00:01:10.006,72.006891,1798754711.0,,,,,,duel,"['ground_duel', 'offensive_duel']",79,25,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345821,J. Mlakar,LW,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,12.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,408441.0,P. Smyth,RW,offensive_duel,True,False,,,False,,1798755346.0,,,,,,,,,,,,,,,,,,
33,1798755346,5414284,1H,1,10,00:01:10.129,72.129589,1798754711.0,,,,,,duel,"['defensive_duel', 'ground_duel']",21,75,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,408441,P. Smyth,RW,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,13.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,345821.0,J. Mlakar,LW,defensive_duel,,,True,False,False,,1798754708.0,,,,,,,,,,,,,,,,,,
34,1798754710,5414284,1H,1,13,00:01:13.553,75.553243,,,,,,,game_interruption,['ball_out'],100,18,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,0,,,,,,,,,,,,1798754691.0,16.809763,['attack'],15.0,14.0,57.0,11.0,100.0,18.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1798754711,5414284,1H,1,41,00:01:41.827,103.827034,1798754712.0,,,,,,corner,[],100,0,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,399609,A. Čerin,RCMF,True,153.0,low,18.0,345821.0,J. Mlakar,LW,85.0,12.0,1798754711.0,4.3467805,"['corner', 'set_piece_attack', 'attack']",3.0,0.0,100.0,0.0,99.0,43.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1798754712,5414284,1H,1,44,00:01:44.324,106.324211,1798754713.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",85,12,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345821,J. Mlakar,LW,True,143.0,,10.0,85466.0,E. Janža,LB,77.0,21.0,1798754711.0,4.3467805,"['corner', 'set_piece_attack', 'attack']",3.0,1.0,100.0,0.0,99.0,43.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1798754713,5414284,1H,1,45,00:01:45.199,107.199581,1798755348.0,,,,,,pass,"['forward_pass', 'loss', 'pass_to_penalty_area', 'short_or_medium_pass']",77,21,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,85466,E. Janža,LB,False,33.0,,28.0,410956.0,B. Peacock-Farrell,GK,99.0,43.0,1798754711.0,4.3467805,"['corner', 'set_piece_attack', 'attack']",3.0,2.0,100.0,0.0,99.0,43.0,12046.0,Slovenia,4-4-2,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1798755348,5414284,1H,1,47,00:01:47.148,109.148048,1798755350.0,,,,,,interception,"['recovery', 'carry']",1,57,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,410956,B. Peacock-Farrell,GK,,,,,,,,,,1798755348.0,24.493146,[],8.0,0.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,13.5,14.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1798755350,5414284,1H,1,59,00:01:59.309,121.309472,1798755352.0,,,,,,pass,"['hand_pass', 'lateral_pass', 'short_or_medium_pass']",14,60,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,410956,B. Peacock-Farrell,GK,True,-78.0,,34.0,424246.0,J. Lewis,LB,21.0,11.0,1798755348.0,24.493146,[],8.0,1.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1798755352,5414284,1H,2,3,00:02:03.238,125.238485,1798755353.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",21,11,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,424246,J. Lewis,LB,True,115.0,,26.0,410956.0,B. Peacock-Farrell,GK,10.0,46.0,1798755348.0,24.493146,[],8.0,2.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1798755353,5414284,1H,2,6,00:02:06.070,128.070172,1798755369.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",10,46,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,410956,B. Peacock-Farrell,GK,True,62.0,,19.0,405725.0,E. Toal,RCB,19.0,70.0,1798755348.0,24.493146,[],8.0,3.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1798755369,5414284,1H,2,8,00:02:08.734,130.734193,1798755354.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",19,70,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,405725,E. Toal,RCB,True,12.0,,30.0,345849.0,B. Lyons,RCMF,47.0,79.0,1798755348.0,24.493146,[],8.0,4.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1798754717,5414284,1H,2,11,00:02:11.111,133.111216,1798754719.0,,,,,,duel,"['defensive_duel', 'ground_duel']",53,21,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345819,T. Elšnik,LCMF,,,,,,,,,,1798755348.0,24.493146,[],8.0,5.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,345849.0,B. Lyons,RCMF,defensive_duel,,,False,False,False,,1798755354.0,,,,,,,,,,,,,,,,,,
44,1798755354,5414284,1H,2,11,00:02:11.111,133.111216,1798754719.0,,,,,,duel,"['foul_suffered', 'ground_duel', 'offensive_duel']",47,79,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,345849,B. Lyons,RCMF,,,,,,,,,,1798755348.0,24.493146,[],8.0,6.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,345819.0,T. Elšnik,LCMF,offensive_duel,True,True,,,False,,1798754717.0,,,,,,,,,,,,,,,,,,
45,1798754719,5414284,1H,2,12,00:02:12.171,134.171172,1798755354.0,,,,,,infraction,['foul'],54,22,12046,Slovenia,4-4-2,10962,Northern Ireland,4-1-4-1,345819,T. Elšnik,LCMF,,,,,,,,,,1798755348.0,24.493146,[],8.0,7.0,1.0,57.0,46.0,78.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,regular_foul,345849.0,B. Lyons,RCMF,,,,,,,,,,,,
46,1798755356,5414284,1H,2,22,00:02:22.930,144.930307,1798755357.0,,,,,,free_kick,[],46,80,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,578843,T. Hume,RB,True,-99.0,,20.0,405725.0,E. Toal,RCB,43.0,51.0,1798755356.0,37.9787365,"['set_piece_attack', 'free_kick']",18.0,0.0,46.0,80.0,30.0,67.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1798755357,5414284,1H,2,25,00:02:25.432,147.43293,1798755361.0,,,,,,pass,['short_or_medium_pass'],43,51,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,405725,E. Toal,RCB,True,-100.0,,10.0,7914.0,J. Evans,LCB,41.0,36.0,1798755356.0,37.9787365,"['set_piece_attack', 'free_kick']",18.0,1.0,46.0,80.0,30.0,67.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1798755361,5414284,1H,2,28,00:02:28.021,150.021467,1798755371.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",41,36,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,7914,J. Evans,LCB,True,111.0,,14.0,405725.0,E. Toal,RCB,36.0,55.0,1798755356.0,37.9787365,"['set_piece_attack', 'free_kick']",18.0,2.0,46.0,80.0,30.0,67.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1798755371,5414284,1H,2,31,00:02:31.090,153.090402,1798755372.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",36,55,10962,Northern Ireland,4-1-4-1,12046,Slovenia,4-4-2,405725,E. Toal,RCB,True,72.0,,15.0,578843.0,T. Hume,RB,41.0,76.0,1798755356.0,37.9787365,"['set_piece_attack', 'free_kick']",18.0,3.0,46.0,80.0,30.0,67.0,10962.0,Northern Ireland,4-1-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
