,id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,shot,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,team.id,team.name,team.formation,opponentTeam.id,opponentTeam.name,opponentTeam.formation,player.id,player.name,player.position,pass.accurate,pass.angle,pass.height,pass.length,pass.recipient.id,pass.recipient.name,pass.recipient.position,pass.endLocation.x,pass.endLocation.y,possession.id,possession.duration,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation.x,possession.startLocation.y,possession.endLocation.x,possession.endLocation.y,possession.team.id,possession.team.name,possession.team.formation,possession.attack.withShot,possession.attack.withShotOnGoal,possession.attack.withGoal,possession.attack.flank,possession.attack.xg,pass,carry.progression,carry.endLocation.x,carry.endLocation.y,groundDuel.opponent.id,groundDuel.opponent.name,groundDuel.opponent.position,groundDuel.duelType,groundDuel.keptPossession,groundDuel.progressedWithBall,groundDuel.stoppedProgress,groundDuel.recoveredPossession,groundDuel.takeOn,groundDuel.side,groundDuel.relatedDuelId,possession.attack,aerialDuel.opponent.id,aerialDuel.opponent.name,aerialDuel.opponent.position,aerialDuel.opponent.height,aerialDuel.firstTouch,aerialDuel.height,aerialDuel.relatedDuelId,possession,shot.bodyPart,shot.isGoal,shot.onTarget,shot.goalZone,shot.xg,shot.postShotXg,shot.goalkeeperActionId,shot.goalkeeper,infraction.yellowCard,infraction.redCard,infraction.type,infraction.opponent.id,infraction.opponent.name,infraction.opponent.position,shot.goalkeeper.id,shot.goalkeeper.name,infraction.opponent
0,1845095909,5414324,1H,0,3,00:00:03.735,4.735464,1845095910.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",49,50,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,352114,R. Orazov,CF,True,-148.0,,23.0,476139.0,N. Alip,LCB3,30.0,33.0,1845095909.0,30.1140835,['attack'],18.0,0.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1845095910,5414324,1H,0,6,00:00:06.831,7.831611,1845095911.0,,,,,,pass,"['lateral_pass', 'long_pass', 'progressive_pass']",30,33,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,476139,N. Alip,LCB3,True,54.0,high,50.0,334857.0,M. Bystrov,RB5,59.0,92.0,1845095909.0,30.1140835,['attack'],18.0,1.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1845095911,5414324,1H,0,9,00:00:09.825,10.825932,1845095913.0,,,,,,pass,"['forward_pass', 'head_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass', 'under_pressure']",59,92,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,334857,M. Bystrov,RB5,True,0.0,high,14.0,742268.0,I. Chesnokov,RCMF3,72.0,93.0,1845095909.0,30.1140835,['attack'],18.0,2.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1845095913,5414324,1H,0,10,00:00:10.995,11.995665,1845095914.0,,,,,,touch,['carry'],72,93,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,742268,I. Chesnokov,RCMF3,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,3.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,3.789,81.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1845095914,5414324,1H,0,13,00:00:13.189,14.189829,1845095956.0,,,,,,touch,[],81,97,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,742268,I. Chesnokov,RCMF3,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,4.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1845095956,5414324,1H,0,14,00:00:14.653,15.653473,1845095958.0,,,,,,pass,"['recovery', 'short_or_medium_pass']",17,14,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,345821,J. Mlakar,LW,True,131.0,,12.0,512313.0,J. Bijol,LCB,10.0,27.0,1845095909.0,30.1140835,['attack'],18.0,5.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1845095958,5414324,1H,0,15,00:00:15.890,16.890729,1845095960.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss']",10,27,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,512313,J. Bijol,LCB,True,-24.0,high,28.0,590472.0,B. Šeško,CF,34.0,10.0,1845095909.0,30.1140835,['attack'],18.0,6.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1845095916,5414324,1H,0,17,00:00:17.134,18.134074,1845095917.0,,,,,,duel,"['defensive_duel', 'ground_duel', 'recovery', 'counterpressing_recovery']",66,90,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,7.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,590472.0,B. Šeško,CF,defensive_duel,,,True,True,False,,1845095960.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1845095960,5414324,1H,0,17,00:00:17.553,18.553196,1845095917.0,,,,,,duel,"['ground_duel', 'offensive_duel']",34,10,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,590472,B. Šeško,CF,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,8.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,106518.0,S. Maliy,RCB3,offensive_duel,False,False,,,False,,1845095916.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1845095917,5414324,1H,0,18,00:00:18.616,19.61605,1845095918.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",77,94,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,334857,M. Bystrov,RB5,True,-144.0,,17.0,80924.0,A. Beisebekov,DMF,64.0,80.0,1845095909.0,30.1140835,['attack'],18.0,9.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1845095918,5414324,1H,0,20,00:00:20.395,21.395079,1845095919.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",64,80,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,80924,A. Beisebekov,DMF,True,-119.0,,27.0,476139.0,N. Alip,LCB3,51.0,45.0,1845095909.0,30.1140835,['attack'],18.0,10.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1845095919,5414324,1H,0,23,00:00:23.190,24.190521,1845095920.0,,,,,,touch,['carry'],51,45,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,476139,N. Alip,LCB3,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,11.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,-5.154,46.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1845095920,5414324,1H,0,24,00:00:24.632,25.632664,1845095921.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",46,48,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,476139,N. Alip,LCB3,True,126.0,,19.0,365670.0,A. Marochkin,CB,35.0,71.0,1845095909.0,30.1140835,['attack'],18.0,12.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1845095921,5414324,1H,0,26,00:00:26.768,27.768402,1845095922.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",35,71,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,365670,A. Marochkin,CB,True,62.0,,19.0,106518.0,S. Maliy,RCB3,44.0,95.0,1845095909.0,30.1140835,['attack'],18.0,13.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1845095922,5414324,1H,0,29,00:00:29.178,30.17888,1845095923.0,,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass', 'under_pressure']",44,95,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,True,-3.0,high,36.0,742268.0,I. Chesnokov,RCMF3,78.0,93.0,1845095909.0,30.1140835,['attack'],18.0,14.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1845095923,5414324,1H,0,32,00:00:32.233,33.233119,1845095925.0,,,,,,duel,['loose_ball_duel'],78,93,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,742268,I. Chesnokov,RCMF3,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,15.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1845095967,5414324,1H,0,32,00:00:32.602,33.602804,1845095925.0,,,,,,duel,['loose_ball_duel'],22,7,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,512313,J. Bijol,LCB,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,16.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1845095924,5414324,1H,0,35,00:00:35.096,36.096291,,,,,,,game_interruption,['ball_out'],76,100,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,0,,,,,,,,,,,,1845095909.0,30.1140835,['attack'],18.0,17.0,49.0,50.0,76.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1845095925,5414324,1H,0,38,00:00:38.021,39.021086,1845095926.0,,,,,,throw_in,[],76,100,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,334857,M. Bystrov,RB5,True,-98.0,,21.0,635576.0,M. Samorodov,SS,73.0,69.0,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,0.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1845095926,5414324,1H,0,40,00:00:40.073,41.073528,1845095968.0,,,,,,pass,"['forward_pass', 'loss', 'short_or_medium_pass']",73,69,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,635576,M. Samorodov,SS,False,27.0,,7.0,512313.0,J. Bijol,LCB,79.0,73.0,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,1.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1845095968,5414324,1H,0,40,00:00:40.972,41.972775,1845095927.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss']",21,27,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,512313,J. Bijol,LCB,False,9.0,high,38.0,476139.0,N. Alip,LCB3,57.0,36.0,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,2.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1845095927,5414324,1H,0,44,00:00:44.890,45.890746,1845095928.0,,,,,,pass,"['lateral_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",43,64,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,476139,N. Alip,LCB3,True,93.0,,18.0,106518.0,S. Maliy,RCB3,42.0,90.0,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,3.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1845095928,5414324,1H,0,47,00:00:47.712,48.712747,1845095929.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",42,90,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,False,35.0,,12.0,0.0,,,51.0,100.0,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,4.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1845095929,5414324,1H,0,49,00:00:49.358,50.358351,,,,,,,game_interruption,['ball_out'],51,100,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,0,,,,,,,,,,,,1845095925.0,10.7517405,"['attack', 'throw_in']",6.0,5.0,76.0,100.0,51.0,100.0,11049.0,Kazakhstan,5-3-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1845095972,5414324,1H,1,4,00:01:04.817,65.817817,1845095974.0,,,,,,throw_in,[],44,0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,85466,E. Janža,LB,True,13.0,,23.0,590472.0,B. Šeško,CF,65.0,7.0,1845095972.0,4.3098585,['throw_in'],7.0,0.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1845095974,5414324,1H,1,6,00:01:06.308,67.308041,1845095975.0,,,,,,duel,"['ground_duel', 'offensive_duel']",65,7,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,590472,B. Šeško,CF,,,,,,,,,,1845095972.0,4.3098585,['throw_in'],7.0,1.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,106518.0,S. Maliy,RCB3,offensive_duel,True,True,,,False,,1845095930.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1845095930,5414324,1H,1,6,00:01:06.376,67.376673,1845095975.0,,,,,,duel,"['defensive_duel', 'ground_duel']",35,93,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,,,,,,,,,,1845095972.0,4.3098585,['throw_in'],7.0,2.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,590472.0,B. Šeško,CF,defensive_duel,,,False,False,False,,1845095974.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1845095975,5414324,1H,1,7,00:01:07.017,68.017681,1845095977.0,,,,,,pass,['short_or_medium_pass'],65,8,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,590472,B. Šeško,CF,True,112.0,,5.0,345819.0,T. Elšnik,LCMF,63.0,15.0,1845095972.0,4.3098585,['throw_in'],7.0,3.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1845095931,5414324,1H,1,7,00:01:07.232,68.232778,1845095933.0,,,,,,duel,['loose_ball_duel'],37,85,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,742268,I. Chesnokov,RCMF3,,,,,,,,,,1845095972.0,4.3098585,['throw_in'],7.0,4.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1845095977,5414324,1H,1,7,00:01:07.232,68.232778,1845095933.0,,,,,,duel,['loose_ball_duel'],63,15,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,345819,T. Elšnik,LCMF,,,,,,,,,,1845095972.0,4.3098585,['throw_in'],7.0,5.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1845095932,5414324,1H,1,11,00:01:11.022,72.022573,,,,,,,game_interruption,['ball_out'],29,100,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,0,,,,,,,,,,,,1845095972.0,4.3098585,['throw_in'],7.0,6.0,44.0,0.0,71.0,0.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1845095933,5414324,1H,1,27,00:01:27.059,88.059927,1845095934.0,,,,,,throw_in,[],39,100,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,334857,M. Bystrov,RB5,True,-28.0,,27.0,742268.0,I. Chesnokov,RCMF3,62.0,81.0,1845095933.0,8.0484125,['throw_in'],8.0,0.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1845095934,5414324,1H,1,29,00:01:29.185,90.185685,1845095983.0,,,,,,duel,"['aerial_duel', 'loss']",62,81,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,742268,I. Chesnokov,RCMF3,,,,,,,,,,1845095933.0,8.0484125,['throw_in'],8.0,1.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,85466.0,E. Janža,LB,175.0,True,182.0,1845095980.0,,,,,,,,,,,,,,,,,,
33,1845095980,5414324,1H,1,29,00:01:29.192,90.192577,1845095983.0,,,,,,duel,['aerial_duel'],38,19,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,85466,E. Janža,LB,,,,,,,,,,1845095933.0,8.0484125,['throw_in'],8.0,2.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,742268.0,I. Chesnokov,RCMF3,182.0,False,175.0,1845095934.0,,,,,,,,,,,,,,,,,,
34,1845095983,5414324,1H,1,30,00:01:30.801,91.801743,1845095984.0,,,,,,pass,"['recovery', 'counterpressing_recovery', 'short_or_medium_pass']",41,33,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,170618,P. Stojanović,RW,True,-96.0,,10.0,512313.0,J. Bijol,LCB,40.0,19.0,1845095933.0,8.0484125,['throw_in'],8.0,3.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1845095984,5414324,1H,1,31,00:01:31.807,92.807882,1845095935.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss']",40,19,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,512313,J. Bijol,LCB,False,22.0,high,18.0,80924.0,A. Beisebekov,DMF,56.0,29.0,1845095933.0,8.0484125,['throw_in'],8.0,4.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1845095935,5414324,1H,1,33,00:01:33.334,94.334557,1845095936.0,,,,,,interception,"['forward_pass', 'head_pass', 'pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",44,71,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,80924,A. Beisebekov,DMF,True,-15.0,high,11.0,352114.0,R. Orazov,CF,54.0,66.0,1845095933.0,8.0484125,['throw_in'],8.0,5.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1845095936,5414324,1H,1,33,00:01:33.989,94.989672,1845095937.0,,,,,,pass,['short_or_medium_pass'],54,66,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,352114,R. Orazov,CF,True,-96.0,,10.0,80764.0,I. Kuat,LCMF3,53.0,51.0,1845095933.0,8.0484125,['throw_in'],8.0,6.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1845095937,5414324,1H,1,35,00:01:35.099,96.099882,1845095938.0,,,,,,duel,['loose_ball_duel'],53,51,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,80764,I. Kuat,LCMF3,,,,,,,,,,1845095933.0,8.0484125,['throw_in'],8.0,7.0,39.0,100.0,53.0,51.0,11049.0,Kazakhstan,5-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1845095986,5414324,1H,1,35,00:01:35.116,96.116797,1845095988.0,,,,,,duel,"['loose_ball_duel', 'recovery', 'counterpressing_recovery']",47,49,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,170618,P. Stojanović,RW,,,,,,,,,,1845095986.0,8.4679575,['transition_medium'],7.0,0.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1845095938,5414324,1H,1,36,00:01:36.773,97.773822,1845095990.0,,,,,,duel,"['defensive_duel', 'ground_duel']",60,49,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,352114,R. Orazov,CF,,,,,,,,,,1845095986.0,8.4679575,['transition_medium'],7.0,1.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,399609.0,A. Čerin,RCMF,defensive_duel,,,True,False,False,,1845095988.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1845095988,5414324,1H,1,36,00:01:36.996,97.996033,1845095990.0,,,,,,duel,"['ground_duel', 'offensive_duel', 'carry']",40,51,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,399609,A. Čerin,RCMF,,,,,,,,,,1845095986.0,8.4679575,['transition_medium'],7.0,2.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,-3.37,37.0,58.0,352114.0,R. Orazov,CF,offensive_duel,True,False,,,False,,1845095938.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1845095990,5414324,1H,1,37,00:01:37.959,98.959559,1845095991.0,,,,,,pass,['short_or_medium_pass'],37,58,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,399609,A. Čerin,RCMF,True,112.0,,10.0,505514.0,Ž. Karničnik,RB,33.0,72.0,1845095986.0,8.4679575,['transition_medium'],7.0,3.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1845095991,5414324,1H,1,38,00:01:38.252,99.252795,1845095992.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",33,72,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,505514,Ž. Karničnik,RB,True,-148.0,,9.0,85327.0,M. Blažič,RCB,26.0,65.0,1845095986.0,8.4679575,['transition_medium'],7.0,4.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1845095992,5414324,1H,1,39,00:01:39.481,100.481304,1845095942.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",26,65,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,85327,M. Blažič,RCB,False,9.0,high,57.0,476139.0,N. Alip,LCB3,80.0,78.0,1845095986.0,8.4679575,['transition_medium'],7.0,5.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1845095942,5414324,1H,1,44,00:01:44.303,105.303507,1845095943.0,,,,,,touch,[],20,22,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,476139,N. Alip,LCB3,,,,,,,,,,1845095986.0,8.4679575,['transition_medium'],7.0,6.0,47.0,49.0,80.0,78.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1845095943,5414324,1H,1,48,00:01:48.930,109.930584,,,,,,,game_interruption,['ball_out'],13,0,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1845095997,5414324,1H,2,1,00:02:01.787,122.787484,1845095998.0,,,,,,throw_in,[],89,100,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,505514,Ž. Karničnik,RB,True,-144.0,,9.0,399609.0,A. Čerin,RCMF,82.0,92.0,1845095997.0,54.9150955,"['attack', 'throw_in']",25.0,0.0,89.0,100.0,69.0,0.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1845095998,5414324,1H,2,3,00:02:03.076,124.076741,1845095999.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",82,92,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,399609,A. Čerin,RCMF,True,27.0,,7.0,505514.0,Ž. Karničnik,RB,88.0,97.0,1845095997.0,54.9150955,"['attack', 'throw_in']",25.0,1.0,89.0,100.0,69.0,0.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1845095944,5414324,1H,2,3,00:02:03.387,124.387767,1845096000.0,,,,,,duel,"['defensive_duel', 'ground_duel']",12,3,11049,Kazakhstan,5-3-2,12046,Slovenia,4-4-2,352114,R. Orazov,CF,,,,,,,,,,1845095997.0,54.9150955,"['attack', 'throw_in']",25.0,2.0,89.0,100.0,69.0,0.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,505514.0,Ž. Karničnik,RB,defensive_duel,,,True,False,False,,1845095999.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1845095999,5414324,1H,2,3,00:02:03.684,124.684271,1845096000.0,,,,,,duel,"['ground_duel', 'offensive_duel', 'carry']",88,97,12046,Slovenia,4-4-2,11049,Kazakhstan,5-3-2,505514,Ž. Karničnik,RB,,,,,,,,,,1845095997.0,54.9150955,"['attack', 'throw_in']",25.0,3.0,89.0,100.0,69.0,0.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,-7.593,72.0,94.0,352114.0,R. Orazov,CF,offensive_duel,True,False,,,False,,1845095944.0,,,,,,,,,,,,,,,,,,,,,,,,,,
