,id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,shot,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,team.id,team.name,team.formation,opponentTeam.id,opponentTeam.name,opponentTeam.formation,player.id,player.name,player.position,pass.accurate,pass.angle,pass.height,pass.length,pass.recipient.id,pass.recipient.name,pass.recipient.position,pass.endLocation.x,pass.endLocation.y,possession.id,possession.duration,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation.x,possession.startLocation.y,possession.endLocation.x,possession.endLocation.y,possession.team.id,possession.team.name,possession.team.formation,possession.attack.withShot,possession.attack.withShotOnGoal,possession.attack.withGoal,possession.attack.flank,possession.attack.xg,pass,aerialDuel.opponent.id,aerialDuel.opponent.name,aerialDuel.opponent.position,aerialDuel.opponent.height,aerialDuel.firstTouch,aerialDuel.height,aerialDuel.relatedDuelId,infraction.yellowCard,infraction.redCard,infraction.type,infraction.opponent.id,infraction.opponent.name,infraction.opponent.position,shot.bodyPart,shot.isGoal,shot.onTarget,shot.goalZone,shot.xg,shot.postShotXg,shot.goalkeeperActionId,shot.goalkeeper.id,shot.goalkeeper.name,possession.attack,groundDuel.opponent.id,groundDuel.opponent.name,groundDuel.opponent.position,groundDuel.duelType,groundDuel.keptPossession,groundDuel.progressedWithBall,groundDuel.stoppedProgress,groundDuel.recoveredPossession,groundDuel.takeOn,groundDuel.side,groundDuel.relatedDuelId,possession,shot.goalkeeper,location,carry.progression,carry.endLocation.x,carry.endLocation.y,infraction.opponent
0,1615272856,5414103,1H,0,5,00:00:05.650,6.650953,1615272858.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",50.0,50.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,353806,Ž. Celar,CF,True,-159.0,,25.0,512313.0,J. Bijol,LCB,28.0,37.0,1615272856.0,14.825304,['attack'],11.0,0.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1615272858,5414103,1H,0,8,00:00:08.640,9.640166,1615272585.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",28.0,37.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,False,25.0,high,58.0,334857.0,M. Bystrov,LCB3,78.0,74.0,1615272856.0,14.825304,['attack'],11.0,1.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1615272585,5414103,1H,0,11,00:00:11.653,12.653879,1615272859.0,,,,,,pass,"['forward_pass', 'head_pass', 'loss', 'progressive_pass', 'short_or_medium_pass']",22.0,26.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,334857,M. Bystrov,LCB3,False,-7.0,high,17.0,505514.0,Ž. Karničnik,RB,38.0,23.0,1615272856.0,14.825304,['attack'],11.0,2.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1615272859,5414103,1H,0,13,00:00:13.533,14.533728,1615272860.0,,,,,,interception,"['head_pass', 'pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",62.0,77.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,505514,Ž. Karničnik,RB,True,-111.0,high,9.0,234139.0,J. Gorenc Stankovič,RCMF,59.0,65.0,1615272856.0,14.825304,['attack'],11.0,3.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1615272860,5414103,1H,0,15,00:00:15.373,16.373945,1615272862.0,,,,,,pass,"['forward_pass', 'head_pass', 'pass_to_final_third', 'short_or_medium_pass']",59.0,65.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,234139,J. Gorenc Stankovič,RCMF,True,18.0,high,12.0,590472.0,B. Šeško,SS,70.0,71.0,1615272856.0,14.825304,['attack'],11.0,4.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1615272586,5414103,1H,0,17,00:00:17.556,18.556136,1615272863.0,,,,,,duel,['aerial_duel'],30.0,29.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,80626,A. Darabayev,LCMF,,,,,,,,,,1615272856.0,14.825304,['attack'],11.0,5.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,590472.0,B. Šeško,SS,194.0,False,179.0,1615272862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1615272862,5414103,1H,0,17,00:00:17.556,18.556136,1615272863.0,,,,,,duel,['aerial_duel'],70.0,71.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,590472,B. Šeško,SS,,,,,,,,,,1615272856.0,14.825304,['attack'],11.0,6.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,80626.0,A. Darabayev,LCMF,179.0,True,194.0,1615272586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1615272863,5414103,1H,0,18,00:00:18.325,19.325746,1615272864.0,,,,,,pass,"['head_pass', 'short_or_medium_pass']",74.0,60.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,353806,Ž. Celar,CF,True,-97.0,high,8.0,85602.0,B. Verbič,RW,73.0,48.0,1615272856.0,14.825304,['attack'],11.0,7.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1615272587,5414103,1H,0,19,00:00:19.324,20.324397,1615272588.0,,,,,,duel,['loose_ball_duel'],27.0,52.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,,,,,,,,,,1615272856.0,14.825304,['attack'],11.0,8.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1615272864,5414103,1H,0,19,00:00:19.324,20.324397,1615272588.0,,,,,,duel,"['foul_suffered', 'loose_ball_duel']",73.0,48.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85602,B. Verbič,RW,,,,,,,,,,1615272856.0,14.825304,['attack'],11.0,9.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1615272588,5414103,1H,0,21,00:00:21.628,22.628117,1615272864.0,,,,,,infraction,['foul'],25.0,52.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,,,,,,,,,,1615272856.0,14.825304,['attack'],11.0,10.0,50.0,50.0,75.0,48.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0,,,,,,,,,False,False,regular_foul,85602.0,B. Verbič,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1615272868,5414103,1H,1,20,00:01:20.394,81.394044,,,,,,,free_kick,"['free_kick_shot', 'opportunity', 'shot']",74.0,44.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85531,J. Balkovec,LB,,,,,,,,,,1615272868.0,0.946406,"['set_piece_attack', 'attack', 'free_kick', 'direct_free_kick']",2.0,0.0,74.0,44.0,98.0,46.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0898,,,,,,,,,,,,,,,left_foot,False,True,gl,0.08985,0.2117,1615272589.0,80395.0,I. Shatskiy,,,,,,,,,,,,,,,,,,,
12,1615272589,5414103,1H,1,22,00:01:22.286,83.286856,1615272868.0,,,,,,shot_against,['save'],2.0,54.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,80395,I. Shatskiy,GK,,,,,,,,,,1615272868.0,0.946406,"['set_piece_attack', 'attack', 'free_kick', 'direct_free_kick']",2.0,1.0,74.0,44.0,98.0,46.0,12046.0,Slovenia,4-4-2,False,False,False,center,0.0898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1615272590,5414103,1H,1,23,00:01:23.997,84.997657,1615272591.0,,,,,,pass,"['forward_pass', 'head_pass', 'short_or_medium_pass']",12.0,76.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,352114,R. Orazov,RW,True,40.0,high,17.0,238495.0,Y. Vorogovskiy,LB5,25.0,92.0,1615272590.0,8.647957,[],8.0,0.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1615272591,5414103,1H,1,27,00:01:27.382,88.38266,1615272872.0,,,,,,duel,"['dribble', 'ground_duel', 'loss', 'offensive_duel']",25.0,92.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,238495,Y. Vorogovskiy,LB5,,,,,,,,,,1615272590.0,8.647957,[],8.0,1.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234139.0,J. Gorenc Stankovič,RCMF,dribble,False,False,,,True,right,1615272871.0,,,,,,,
15,1615272871,5414103,1H,1,27,00:01:27.382,88.38266,1615272872.0,,,,,,duel,"['defensive_duel', 'dribbled_past_attempt', 'ground_duel', 'recovery', 'counterpressing_recovery']",75.0,8.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,234139,J. Gorenc Stankovič,RCMF,,,,,,,,,,1615272590.0,8.647957,[],8.0,2.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238495.0,Y. Vorogovskiy,LB5,defensive_duel,,,True,True,True,left,1615272591.0,,,,,,,
16,1615272872,5414103,1H,1,29,00:01:29.485,90.485177,1615272592.0,,,,,,pass,"['forward_pass', 'loss', 'pass_to_final_third', 'short_or_medium_pass']",60.0,8.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85531,J. Balkovec,LB,False,16.0,,17.0,80626.0,A. Darabayev,LCMF,76.0,14.0,1615272590.0,8.647957,[],8.0,3.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1615272592,5414103,1H,1,29,00:01:29.912,90.912452,1615272593.0,,,,,,interception,"['forward_pass', 'pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",24.0,86.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,80626,A. Darabayev,LCMF,True,36.0,,8.0,238495.0,Y. Vorogovskiy,LB5,30.0,93.0,1615272590.0,8.647957,[],8.0,4.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1615272593,5414103,1H,1,31,00:01:31.318,92.31804,1615272594.0,,,,,,duel,['loose_ball_duel'],30.0,93.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,238495,Y. Vorogovskiy,LB5,,,,,,,,,,1615272590.0,8.647957,[],8.0,5.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1615272873,5414103,1H,1,31,00:01:31.318,92.31804,1615272594.0,,,,,,duel,['loose_ball_duel'],70.0,7.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,234139,J. Gorenc Stankovič,RCMF,,,,,,,,,,1615272590.0,8.647957,[],8.0,6.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1615272594,5414103,1H,1,32,00:01:32.559,93.559966,1615272874.0,,,,,,pass,"['forward_pass', 'loss', 'progressive_pass', 'short_or_medium_pass']",31.0,95.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,238495,Y. Vorogovskiy,LB5,False,0.0,,12.0,85531.0,J. Balkovec,LB,42.0,96.0,1615272590.0,8.647957,[],8.0,7.0,12.0,76.0,42.0,96.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1615272874,5414103,1H,1,32,00:01:32.731,93.731262,1615272875.0,,,,,,pass,"['forward_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",58.0,4.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85531,J. Balkovec,LB,True,16.0,,8.0,399609.0,A. Čerin,LCMF,65.0,8.0,1615272874.0,26.279423,['transition_medium'],11.0,0.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1615272875,5414103,1H,1,33,00:01:33.374,94.374096,1615272878.0,,,,,,interception,[],65.0,8.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,399609,A. Čerin,LCMF,,,,,,,,,,1615272874.0,26.279423,['transition_medium'],11.0,1.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1615272878,5414103,1H,1,35,00:01:35.197,96.19773,1615272879.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",55.0,6.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85531,J. Balkovec,LB,True,156.0,,31.0,512313.0,J. Bijol,LCB,28.0,25.0,1615272874.0,26.279423,['transition_medium'],11.0,2.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1615272879,5414103,1H,1,39,00:01:39.297,100.297578,1615272880.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,25.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,True,90.0,,26.0,85327.0,M. Blažič,RCB,28.0,63.0,1615272874.0,26.279423,['transition_medium'],11.0,3.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1615272880,5414103,1H,1,43,00:01:43.670,104.670549,1615272881.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,63.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85327,M. Blažič,RCB,True,-92.0,,29.0,512313.0,J. Bijol,LCB,27.0,20.0,1615272874.0,26.279423,['transition_medium'],11.0,4.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1615272881,5414103,1H,1,45,00:01:45.768,106.768103,1615272882.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",27.0,20.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,True,-40.0,,15.0,85531.0,J. Balkovec,LB,38.0,6.0,1615272874.0,26.279423,['transition_medium'],11.0,5.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1615272882,5414103,1H,1,50,00:01:50.500,111.500196,1615272884.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",38.0,6.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85531,J. Balkovec,LB,True,117.0,,22.0,399609.0,A. Čerin,LCMF,29.0,36.0,1615272874.0,26.279423,['transition_medium'],11.0,6.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1615272884,5414103,1H,1,52,00:01:52.783,113.783299,1615272886.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",29.0,36.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,399609,A. Čerin,LCMF,True,68.0,,31.0,85327.0,M. Blažič,RCB,40.0,78.0,1615272874.0,26.279423,['transition_medium'],11.0,7.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1615272886,5414103,1H,1,56,00:01:56.409,117.409468,1615272889.0,,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",40.0,78.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85327,M. Blažič,RCB,True,-16.0,high,43.0,353806.0,Ž. Celar,CF,79.0,61.0,1615272874.0,26.279423,['transition_medium'],11.0,8.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1615272596,5414103,1H,1,59,00:01:59.010,120.010685,1615272891.0,,,,,,duel,"['aerial_duel', 'recovery']",21.0,39.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,106518,S. Maliy,RCB3,,,,,,,,,,1615272874.0,26.279423,['transition_medium'],11.0,9.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,353806.0,Ž. Celar,CF,186.0,True,191.0,1615272889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1615272889,5414103,1H,1,59,00:01:59.010,120.010685,1615272891.0,,,,,,duel,"['aerial_duel', 'loss']",79.0,61.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,353806,Ž. Celar,CF,,,,,,,,,,1615272874.0,26.279423,['transition_medium'],11.0,10.0,58.0,4.0,79.0,61.0,12046.0,Slovenia,4-4-2,,,,,,,106518.0,S. Maliy,RCB3,191.0,False,186.0,1615272596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1615272597,5414103,1H,2,3,00:02:03.547,124.547702,,,,,,,game_interruption,['ball_out'],23.0,0.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1615272891,5414103,1H,2,6,00:02:06.222,127.222272,1615272892.0,,,,,,throw_in,[],69.0,100.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,505514,Ž. Karničnik,RB,True,-63.0,,6.0,399609.0,A. Čerin,LCMF,71.0,91.0,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,0.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1615272892,5414103,1H,2,7,00:02:07.440,128.440531,1615272893.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",71.0,91.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,399609,A. Čerin,LCMF,True,144.0,,8.0,505514.0,Ž. Karničnik,RB,65.0,99.0,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,1.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1615272893,5414103,1H,2,8,00:02:08.183,129.183392,1615272897.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",65.0,99.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,505514,Ž. Karničnik,RB,True,180.0,,13.0,85327.0,M. Blažič,RCB,53.0,98.0,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,2.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1615272897,5414103,1H,2,9,00:02:09.418,130.418799,1615272598.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",53.0,98.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,85327,M. Blažič,RCB,False,-155.0,,14.0,635576.0,M. Samorodov,LW,41.0,89.0,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,3.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1615272598,5414103,1H,2,12,00:02:12.315,133.315039,1615272600.0,,,,,,acceleration,[],59.0,11.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,635576,M. Samorodov,LW,,,,,,,,,,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,4.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1615272600,5414103,1H,2,17,00:02:17.308,138.308625,1615272601.0,,,,,,duel,"['dribble', 'ground_duel', 'offensive_duel', 'recovery']",86.0,30.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,635576,M. Samorodov,LW,,,,,,,,,,1615272600.0,0.480631,"['counterattack', 'attack']",2.0,0.0,86.0,30.0,86.0,33.0,11049.0,Kazakhstan,5-4-1,True,False,False,center,0.0871,,,,,,,,,,,,,,,,,,,,,,,,,512313.0,J. Bijol,LCB,dribble,True,True,,,False,left,1615272905.0,,,,,,,
39,1615272905,5414103,1H,2,17,00:02:17.308,138.308625,1615272601.0,,,,,,duel,"['defensive_duel', 'ground_duel', 'loss']",14.0,70.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,,,,,,,,,,1615272891.0,11.086353,"['attack', 'throw_in']",6.0,5.0,69.0,100.0,14.0,70.0,12046.0,Slovenia,4-4-2,False,False,False,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,635576.0,M. Samorodov,LW,defensive_duel,,,False,False,False,right,1615272600.0,,,,,,,
40,1615272601,5414103,1H,2,18,00:02:18.269,139.269887,,,,,,,shot,"['opportunity', 'shot_after_throw_in', 'touch_in_box']",86.0,33.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,635576,M. Samorodov,LW,,,,,,,,,,1615272600.0,0.480631,"['counterattack', 'attack']",2.0,1.0,86.0,30.0,86.0,33.0,11049.0,Kazakhstan,5-4-1,True,False,False,center,0.0871,,,,,,,,,,,,,,,right_foot,False,False,bc,0.08711,,,,,,,,,,,,,,,,,,,,,,,
41,1615272906,5414103,1H,2,18,00:02:18.571,139.571307,1615272909.0,,,,,,interception,"['recovery', 'counterpressing_recovery', 'shot_block']",14.0,64.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1615272909,5414103,1H,2,19,00:02:19.853,140.853423,1615272602.0,,,,,,touch,[],3.0,49.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,70273,J. Oblak,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1615272602,5414103,1H,2,27,00:02:27.400,148.400502,,,,,,,game_interruption,['whistle'],,,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1615272913,5414103,1H,3,52,00:03:52.779,233.779254,1615272603.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",19.0,66.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,70273,J. Oblak,GK,False,-2.0,high,58.0,365670.0,A. Marochkin,CB,74.0,63.0,1615272913.0,1.590094,[],1.0,0.0,19.0,66.0,74.0,63.0,12046.0,Slovenia,4-4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1615272603,5414103,1H,3,55,00:03:55.959,236.959442,1615272604.0,,,,,,pass,"['forward_pass', 'head_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",26.0,37.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,365670,A. Marochkin,CB,True,10.0,high,23.0,136788.0,A. Aymbetov,CF,48.0,42.0,1615272603.0,3.168469,[],4.0,0.0,26.0,37.0,46.0,42.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1615272604,5414103,1H,3,58,00:03:58.227,239.227699,1615272918.0,,,,,,duel,"['foul_suffered', 'ground_duel', 'loss', 'offensive_duel']",48.0,42.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,136788,A. Aymbetov,CF,,,,,,,,,,1615272603.0,3.168469,[],4.0,1.0,26.0,37.0,46.0,42.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512313.0,J. Bijol,LCB,offensive_duel,True,True,,,False,,1615272916.0,,,,,,,
47,1615272916,5414103,1H,3,58,00:03:58.227,239.227699,1615272918.0,,,,,,duel,"['defensive_duel', 'ground_duel']",52.0,58.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,,,,,,,,,,1615272603.0,3.168469,[],4.0,2.0,26.0,37.0,46.0,42.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136788.0,A. Aymbetov,CF,defensive_duel,,,False,False,False,,1615272604.0,,,,,,,
48,1615272918,5414103,1H,4,0,00:04:00.028,241.028123,1615272604.0,,,,,,infraction,['foul'],54.0,58.0,12046,Slovenia,4-4-2,11049,Kazakhstan,5-4-1,512313,J. Bijol,LCB,,,,,,,,,,1615272603.0,3.168469,[],4.0,3.0,26.0,37.0,46.0,42.0,11049.0,Kazakhstan,5-4-1,,,,,,,,,,,,,,False,False,regular_foul,136788.0,A. Aymbetov,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1615272605,5414103,1H,4,32,00:04:32.656,273.656144,1615272606.0,,,,,,free_kick,[],46.0,45.0,11049,Kazakhstan,5-4-1,12046,Slovenia,4-4-2,80626,A. Darabayev,LCMF,True,-90.0,,21.0,334857.0,M. Bystrov,LCB3,46.0,14.0,1615272605.0,16.6682255,"['set_piece_attack', 'attack', 'free_kick']",11.0,0.0,46.0,45.0,100.0,52.0,11049.0,Kazakhstan,5-4-1,False,False,False,center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
